time,pos_x_gt,pos_y_gt,vel_x_gt,vel_y_gt,heading_gt,angular_vel_gt,measured_pos_x,measured_pos_y,measured_heading
37.0,9.735506434862316,0.0,0.473832618348632,0.0,0.652460520758414,0.02446712280430564,9.930246635985668,0.14341651118751883,0.5711414430513726
38.0,10.211955791376084,0.0,0.4764493565137688,0.0,0.674480931282289,0.022020410523875076,10.143527801803446,0.048758713010597116,0.6279344987042068
39.0,10.690760212238477,0.0,0.4788044208623919,0.0,0.6942993007537765,0.01981836947148757,10.769993259222646,0.08939381096113146,0.6340207744029585
40.0,11.171684191014629,0.0,0.48092397877615267,0.0,0.7034091870181437,0.009109886264367166,11.06462672223352,0.03275780760005808,0.6891293320269877
41.0,11.654515771913166,0.0,0.4828315808985374,0.0,0.7028814383961025,-0.0005277486220411978,11.688392173180617,0.10851756865530211,0.709509599720688
42.0,12.13906419472185,0.0,0.48454842280868365,0.0,0.6936798183762938,-0.009201620019808726,12.43826682324093,-0.15008675537164984,0.6623619484748535
43.0,12.625157775249665,0.0,0.48609358052781526,0.0,0.6766717140984942,-0.017008104277799502,12.51575804571291,-0.07498108417500914,0.7272878558718554
44.0,13.1126419977247,0.0,0.48748422247503376,0.0,0.6526377739885031,-0.0240339401099912,13.177117907132647,-0.20645744916164077,0.7551002543591177
45.0,13.60137779795223,0.0,0.4887358002275304,0.0,0.6222805816295394,-0.030357192358963732,13.485407022926744,-0.1643960228451291,0.6343947727063698
46.0,14.091240018157007,0.0,0.4898622202047773,0.0,0.5862324622465004,-0.03604811938303901,14.051041501769149,0.13905584813053604,0.595024686573178
47.0,14.582116016341306,0.0,0.4908759981842996,0.0,0.5450625085417936,-0.041169953704706753,14.557990786243062,0.08709375036370921,0.46796787561199066
48.0,15.073904414707176,0.0,0.49178839836586963,0.0,0.4992829039475859,-0.045779604594207726,15.0771677180599,0.0910200848737716,0.5039485823221287
49.0,15.566513973236459,0.0,0.4926095585292827,0.0,0.4493546135528273,-0.0499282903947586,15.577960368503371,0.02058305641642866,0.4300941998298422
50.0,16.109862575912814,0.0,0.5433486026763544,0.0,0.40441915219754454,-0.044935461355282744,16.279199905525264,-0.07039645336480012,0.393975576211557
51.0,16.69887631832153,0.0,0.589013742408719,0.0,0.36397723697779005,-0.04044191521975447,16.69026539709613,-0.1331969185743806,0.38564442586632874
52.0,17.328988686489378,0.0,0.6301123681678471,0.0,0.327579513280011,-0.03639772369777903,17.223641045593375,-0.020042699931106193,0.3392557780382803
53.0,17.996089817840442,0.0,0.6671011313510624,0.0,0.29482156195200987,-0.03275795132800113,18.008887207003397,0.09651833356219991,0.2577193361999591
54.0,18.6964808360564,0.0,0.7003910182159562,0.0,0.26533940575680887,-0.029482156195201014,18.849748378650986,0.0038458154847304978,0.19585934299678753
55.0,19.42683275245076,0.0,0.7303519163943606,0.0,0.23880546518112794,-0.02653394057568091,19.299734270083547,0.12748995299672053,0.2227458045499395
56.0,20.184149477205686,0.0,0.7573167247549245,0.0,0.2149249186630151,-0.023880546518112823,20.280383687196082,0.12465247654268437,0.21948275771666598
57.0,20.96573452948512,0.0,0.7815850522794321,0.0,0.19343242679671357,-0.02149249186630154,20.810603847726387,-0.0981294458503966,0.23570227049771425
58.0,21.76916107653661,0.0,0.8034265470514889,0.0,0.1740891841170422,-0.019343242679671385,21.874979514624783,0.12810091404862894,0.1920949560861011
59.0,22.592244968882948,0.0,0.8230838923463399,0.0,0.15668026570533794,-0.017408918411704246,22.44900700763931,-0.01710047892808125,0.17820157851734253
60.0,23.333020471994654,0.0,0.7407755031117059,0.0,0.14101223913480412,-0.015668026570533823,23.16810084253362,0.02383119531366,0.09031658132052156
61.0,23.99971842479519,0.0,0.6666979528005353,0.0,0.12691101522132367,-0.014101223913480442,24.11982225172653,-0.028466740348022868,0.1421204192064493
62.0,24.59974658231567,0.0,0.6000281575204818,0.0,0.11421991369919127,-0.012691101522132398,24.659833350823337,-0.09197189384138978,0.22524871687678283
63.0,25.139771924084105,0.0,0.5400253417684336,0.0,0.10279792232927211,-0.011421991369919159,25.100546734541044,-0.06075822924568373,0.13359031234070143
64.0,25.625794731675697,0.0,0.4860228075915903,0.0,0.09251813009634487,-0.010279792232927243,25.304486567299858,0.11604614560573018,0.18233757537803308
65.0,26.063215258508126,0.0,0.43742052683243127,0.0,0.08326631708671035,-0.009251813009634518,26.1354604219201,-0.020650825497200494,0.1090819322398952
66.0,26.456893732657313,0.0,0.39367847414918816,0.0,0.07493968537803929,-0.008326631708671067,26.30598433396622,-0.12155804442086315,0.15394382951492797
67.0,26.81120435939158,0.0,0.35431062673426933,0.0,0.06744571684023533,-0.00749396853780396,26.79003808169578,-0.051970793698225805,0.061841159693429404
68.0,27.130083923452425,0.0,0.3188795640608424,0.0,0.060701145156211764,-0.006744571684023565,27.24487263316295,-0.20784021000642694,0.09162564678583032
69.0,27.417075531107184,0.0,0.2869916076547582,0.0,0.05463103064059056,-0.006070114515621209,27.553860502280155,-0.014171564371137167,0.03599579289212223
70.0,27.675367977996466,0.0,0.2582924468892824,0.0,0.04916792757653147,-0.005463103064059088,27.50309601410361,-0.018967684228514536,0.048167665378829785
71.0,27.90783118019682,0.0,0.23246320220035416,0.0,0.04425113481887829,-0.0049167927576531795,27.78869728089197,-0.10961019549378351,0.13001735719191637
72.0,28.117048062177137,0.0,0.20921688198031874,0.0,0.039826021336990425,-0.004425113481887862,28.093316892699093,0.11408800612240055,0.03997766730343409
73.0,28.305343255959425,0.0,0.18829519378228687,0.0,0.03584341920329135,-0.003982602133699075,28.216176983577963,-0.18769982904758709,-0.005790236554705723
74.0,28.474808930363483,0.0,0.1694656744040582,0.0,0.032259077282962186,-0.003584341920329168,28.374587059163566,0.02824746584833786,0.16694233829266358
75.0,28.627328037327135,0.0,0.15251910696365237,0.0,0.029033169554665936,-0.003225907728296251,28.63642556340281,-0.006135192005086857,0.14780511895434134
76.0,28.764595233594424,0.0,0.13726719626728714,0.0,0.02612985259919931,-0.002903316955466626,28.702389168448065,0.002929627534565927,-0.01722852739044465
77.0,28.888135710234984,0.0,0.12354047664055844,0.0,0.023516867339279348,-0.0026129852599199636,28.893255825766268,-0.003544493263594163,0.021505531082832624
78.0,28.999322139211486,0.0,0.11118642897650259,0.0,0.02116518060535138,-0.0023516867339279674,28.964354528509045,0.06810545278919405,-0.08559025900933045
79.0,29.09938992529034,0.0,0.10006778607885233,0.0,0.019048662544816207,-0.0021165180605351706,29.08084596080123,0.08006403412418783,0.02218726400900956
80.0,29.239450932761304,0.0,0.1400610074709671,0.0,0.017143796290334554,-0.0019048662544816535,29.29462166170265,0.08043643788923838,0.07584523048408123
81.0,29.415505839485174,0.0,0.17605490672387042,0.0,0.015429416661301066,-0.001714379629033488,29.504479097888606,0.06001119058213782,0.00035960345517042393
82.0,29.623955255536657,0.0,0.20844941605148337,0.0,0.013886474995170926,-0.0015429416661301393,29.72078962070595,0.16848996671736338,-0.04397616834938061
83.0,29.861559729982993,0.0,0.23760447444633503,0.0,0.0124978274956538,-0.0013886474995171254,29.81384106863312,-0.09903737234274095,0.022991103735297114
84.0,30.125403756984696,0.0,0.26384402700170156,0.0,0.011248044746088388,-0.0012497827495654128,30.07782817817814,-0.0997195528639698,-0.005917651684944458
85.0,30.412863381286225,0.0,0.28745962430153144,0.0,0.010123240271479516,-0.0011248044746088716,30.30653812062457,-0.07953425886674707,-0.05491079984349429
86.0,30.721577043157605,0.0,0.3087136618713783,0.0,0.009110916244331533,-0.0010123240271479844,30.78734330795532,-0.04101399332701223,0.011821423091983686
87.0,31.049419338841847,0.0,0.32784229568424045,0.0,0.008199824619898346,-0.000911091624433186,31.064721981785993,0.04671803439495529,0.10741032582128437
88.0,31.394477404957662,0.0,0.3450580661158164,0.0,0.007379842157908478,-0.0008199824619898674,31.375403598007015,-0.05331118901126861,0.06077092664681925
89.0,31.755029664461897,0.0,0.36055225950423475,0.0,0.006641857942117598,-0.0007379842157908806,31.673821933918713,-0.005022118969193946,-0.021608242451522604
90.0,32.12952669801571,0.0,0.37449703355381125,0.0,0.014704318407877452,0.008062460465759855,32.16543410079348,0.11920568281863345,-0.0063609314410533295
91.0,32.51657402821414,0.0,0.38704733019843013,0.0,0.03068717908703297,0.015982860679155518,32.54081413811944,-0.17194831581413164,0.08193830627584348
92.0,32.91491662539273,0.0,0.3983425971785871,0.0,0.053798399958244585,0.023111220871211615,32.86075665443309,-0.05504912510637865,0.09371565792870529
93.0,33.32342496285346,0.0,0.4085083374607284,0.0,0.08332514500230669,0.0295267450440621,33.148015267631706,0.10874297535831652,0.22114113829907633
94.0,33.741082466568116,0.0,0.41765750371465554,0.0,0.11862586180193423,0.03530071679962754,33.69884169360401,-0.04675178123796634,0.22230920286860528
95.0,34.1669742199113,0.0,0.42589175334318996,0.0,0.15912315318157066,0.04049729137963643,34.262572296861485,-0.0392337672376066,0.15514442357993308
96.0,34.60027679792017,0.0,0.43330257800887095,0.0,0.2042973616832151,0.045174208501644435,34.62445126876173,-0.014396754588921546,0.13369133163369334
97.0,35.04024911812816,0.0,0.4399723202079839,0.0,0.2536807955946667,0.04938343391145164,35.03529996264809,-0.09717997545399956,0.22676722692759407
98.0,35.48622420631534,0.0,0.4459750881871855,0.0,0.30685253237494486,0.053171736780278124,35.414179557173334,-0.02269224770014701,0.2921703220765269
99.0,35.93760178568381,0.0,0.45137757936846695,0.0,0.3634337417371668,0.05658120936222196,35.830875735438475,-0.015134446887352992,0.4543803276733803
100.0,36.393841607115434,0.0,0.45623982143162023,0.0,0.4143568301631666,0.05092308842599977,36.38930615935426,-0.08973976056932235,0.3989644028763702
101.0,36.85445744640389,0.0,0.46061583928845823,0.0,0.4601876097465664,0.045830779583399796,36.8367172678696,0.04708588492603996,0.5030158951318994
102.0,37.31901170176351,0.0,0.4645542553596124,0.0,0.5014353113716262,0.041247701625059814,37.286052189209684,0.17086320630576798,0.5926404557964489
103.0,37.78711053158716,0.0,0.4680988298236512,0.0,0.5385582428341801,0.03712293146255383,37.879333323151954,0.20192583921859822,0.5617133020289984
104.0,38.258399478428444,0.0,0.4712889468412861,0.0,0.5719688811504785,0.03341063831629845,38.020147945821904,0.07442706302448429,0.5867724218885855
105.0,38.732559530585604,0.0,0.47416005215715745,0.0,0.6020384556351471,0.03006957448466861,38.59131390490327,-0.12677026815270312,0.5187437443335288
106.0,39.209303577527045,0.0,0.4767440469414417,0.0,0.6291010726713488,0.027062617036201747,39.337826961895495,0.03606090078461148,0.6602189357742341
107.0,39.68837321977434,0.0,0.47906964224729753,0.0,0.6534574280039305,0.024356355332581573,39.905247873817345,0.021371291795378777,0.7062921322318673
108.0,40.16953589779691,0.0,0.4811626780225678,0.0,0.6753781478032539,0.021920719799323415,40.11714946412621,0.14925611877386766,0.6966927270820847
109.0,40.65258230801722,0.0,0.48304641022031103,0.0,0.695106795622645,0.019728647819391074,40.845214290156775,0.04686001676649225,0.7083843254700047
110.0,41.1373240772155,0.0,0.48474176919827994,0.0,0.7041359324001253,0.009029136777480318,41.14374833062657,-0.03736570067787785,0.7017472201130693
111.0,41.623591669493955,0.0,0.48626759227845195,0.0,0.703535509239886,-0.0006004231602393609,41.65079932880042,-0.08326069579645164,0.7003758603270791
112.0,42.11123250254456,0.0,0.48764083305060674,0.0,0.6942684821356989,-0.009267027104187073,42.12368535203616,-0.07915537630022207,0.6449442762197323
113.0,42.6001092522901,0.0,0.48887674974554607,0.0,0.677201511481959,-0.017066970653740014,42.62322293288843,-0.08789233202132642,0.7068629201360036
114.0,43.09009832706109,0.0,0.48998907477099146,0.0,0.6531145916336213,-0.024086919848337662,43.09349389147663,0.08632411885365715,0.639058825088266
115.0,43.58108849435499,0.0,0.49099016729389233,0.0,0.6227097175101457,-0.030404874123475548,43.66268159083955,0.11565870368188003,0.6209837433233104
116.0,44.07297964491949,0.0,0.4918911505645031,0.0,0.5866186845390461,-0.03609103297109964,43.94742809580335,-0.09545588931494907,0.6207709670239357
117.0,44.565681680427545,0.0,0.4927020355080528,0.0,0.5454101086050848,-0.04120857593396132,44.65617961288816,-0.01984699073859797,0.5560476304391275
118.0,45.05911351238479,0.0,0.49343183195724755,0.0,0.4995957440045479,-0.04581436460053684,45.13483767907356,0.07876903847055051,0.5948975330253845
119.0,45.55320216114632,0.0,0.4940886487615228,0.0,0.44963616960409314,-0.0499595744004548,45.591230368038694,0.1904543493934975,0.4269322476058372
